Type;Committee / Working Group;Reference;Vote;Result;Status;Start date;End date;Vienna agreement;Role;English title;URL;Note;Vote in parallel with;Project ID
"DIS";"ISO/TC 197";"ISO/DIS 19884-1";"";"";"Open";"2026-01-13";"2026-04-07";"";"Obligated voter";"Gaseous Hydrogen - Pressure vessels for stationary storage — Part 1: Part 1: general requirements";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=526069";"";"";"87726"
"DIS";"ISO/TC 197/SC 1";"ISO/DIS 19870-2";"";"";"Open";"2026-01-13";"2026-04-07";"Joint, ISO lead";"Obligated voter";"Hydrogen technologies — Methodology for determining the greenhouse gas emissions associated with the hydrogen supply chain — Part 2: Emissions associated with the conditioning and transport of gaseous and liquid hydrogen up to consumption gate";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=531269";"";"";"88687"
"DIS";"ISO/TC 197/SC 1";"ISO/DIS 19870-3";"";"";"Open";"2026-01-13";"2026-04-07";"Joint, ISO lead";"Obligated voter";"Hydrogen technologies — Methodology for determining the greenhouse gas emissions associated with the hydrogen supply chain — Part 3: Emissions associated with the production, storage and transport of ammonia up to delivery gate and the conversion of ammonia into hydrogen";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=526309";"";"";"88688"
"DIS";"ISO/TC 204";"ISO/DIS 15638-1 (Ed 2)";"";"";"Open";"2026-01-13";"2026-04-07";"";"Obligated voter";"Intelligent transport systems — Framework for collaborative Telematics Applications for Regulated commercial freight Vehicles (TARV) — Part 1: Framework and architecture";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=526289";"";"";"88215"
"DIS";"ISO/TC 204";"ISO/DIS 6029-3";"";"";"Open";"2026-01-14";"2026-04-08";"";"Obligated voter";"Intelligent transport systems — Seamless positioning for multimodal transportation in ITS stations — Part 3: Data fusion dataset exchange interfaces on nomadic devices";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=527109";"";"";"87224"
"DIS";"ISO/TC 215";"ISO/DIS 25664-1";"";"";"Open";"2026-01-14";"2026-04-08";"";"Obligated voter";"Health informatics — Categorial structure for semantic representation in TCM informatics — Part 1: Framework";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=527089";"";"";"91091"
"DIS";"ISO/TC 260";"ISO/DIS 30441";"";"";"Open";"2026-01-14";"2026-04-08";"";"Obligated voter";"Human resource management — Workplace well-being — Guidelines for thriving workplaces";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=526949";"";"";"68718"
"DIS";"ISO/TC 58/SC 2";"ISO 11117:2019/DAmd 1 (Ed 3)";"";"";"Open";"2026-01-15";"2026-04-09";"Joint, ISO lead";"Obligated voter";"Gas cylinders — Valve protection caps and guards — Design, construction and tests — Amendment 1";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=528029";"";"";"90602"
"DIS";"ISO/TC 58/SC 2";"ISO 17871:2020/DAmd 2 (Ed 2)";"";"";"Open";"2026-01-15";"2026-04-09";"Joint, ISO lead";"Obligated voter";"Gas cylinders — Quick-release cylinder valves — Specification and type testing — Amendment 2";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=527749";"";"";"89690"
"DIS";"ISO/TC 58/SC 2";"ISO/DIS 17879 (Ed 2)";"";"";"Open";"2026-01-15";"2026-04-09";"Joint, ISO lead";"Obligated voter";"Gas cylinders — Self-closing cylinders valves — Specification and type testing";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=528229";"";"";"89692"
"DIS";"ISO/TC 138/SC 5";"ISO/DIS 10146 (Ed 3)";"";"";"Open";"2026-01-15";"2026-04-09";"";"Obligated voter";"Crosslinked polyethylene (PE-X) and crosslinked medium density polyethylene (PE-MDX) — Effect of time and temperature on expected strength";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=527789";"";"";"90681"
"DIS";"ISO/TC 188";"ISO/DIS 12217-1 (Ed 5)";"";"";"Open";"2026-01-15";"2026-04-09";"Joint, ISO lead";"Obligated voter";"Small craft — Stability and buoyancy assessment and categorization — Part 1: Non-sailing boats";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=532769";"";"";"88604"
"DIS";"ISO/TC 188";"ISO/DIS 12217-2 (Ed 5)";"";"";"Open";"2026-01-15";"2026-04-09";"Joint, ISO lead";"Obligated voter";"Small craft — Stability and buoyancy assessment and categorization — Part 2: Sailing boats";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=529989";"";"";"88606"
"NP";"ISO/TC 190";"ISO/NP TS 26548";"";"";"Open";"2026-01-15";"2026-04-09";"";"Obligated voter";"Soil quality — Guidance on soil parameters contributing to climate change";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=556949";"";"";"93876"
"DIS";"ISO/TC 92/SC 2";"ISO/DIS 22899-2";"";"";"Open";"2026-01-16";"2026-04-10";"";"Obligated voter";"Determination of the resistance to jet fires of passive fire protection materials — Part 2: Guidance on test method selection and implementation methods";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=528409";"";"";"87710"
"DIS";"ISO/TC 67";"ISO/DIS 29502";"";"";"Open";"2026-01-19";"2026-04-13";"";"Obligated voter";"Operating management systems — Conformity assessment guidelines and criteria";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=529229";"";"";"92378"
"NP";"ISO/TC 149/SC 1";"ISO/NP 26544";"";"";"Open";"2026-01-19";"2026-04-13";"";"Obligated voter";"Classification for bicycles usage";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=554649";"";"";"93856"
"NP";"ISO/TC 215";"ISO/NP 25664-2";"";"";"Open";"2026-01-19";"2026-04-13";"";"Obligated voter";"Health informatics — Categorial structure for semantic representation in TCM informatics — Part 2: Individuals";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=557449";"";"";"93883"
"DIS";"ISO/TC 8/SC 26";"ISO/DIS 25750";"";"";"Open";"2026-01-20";"2026-04-14";"";"Obligated voter";"Ships and maritime technology — Secured Ship Network (SSN)";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=530249";"";"";"91376"
"DIS";"ISO/TC 67";"ISO/DIS 29501";"";"";"Open";"2026-01-21";"2026-04-15";"";"Obligated voter";"Operating management systems — Requirements with guidance for use";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=530709";"";"";"92379"
"DIS";"ISO/TC 156";"ISO/DIS 22479 (Ed 2)";"";"";"Open";"2026-01-21";"2026-04-15";"Joint, ISO lead";"Obligated voter";"Corrosion of metals and alloys — Sulfur dioxide test in a humid atmosphere (fixed gas method)";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=530669";"";"";"92502"
"CD";"ISO/TC 321";"ISO/CD 32125";"";"";"Open";"2026-01-22";"2026-04-15";"";"Obligated voter";"Transaction assurance in E-commerce — Guidelines for transaction related information disclosure on e-commerce platforms";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=560289";"Based on the 20th meeting of WG2 held on 7th-8th January 2026, WG2 requests ISO/TC 321 to initiate the CD consultation for 12 weeks on ISO/WD 32125 once the WD V3.0 is issued. (WG2_N156) The project ISO 32125 is already available on OSD platform. Please submit your comments on OSD platform prior to 15th April 2026.";"";"89304"
"DIS";"ISO/TC 106/SC 2";"ISO/DIS 23401-1";"";"";"Open";"2026-01-22";"2026-04-16";"Joint, ISO lead";"Obligated voter";"Dentistry — Denture lining materials — Part 1: Hard type materials";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=531509";"";"";"87803"
"NP";"ISO/TC 107";"ISO/NP 28706-6";"";"";"Open";"2026-01-22";"2026-04-16";"";"Obligated voter";"Vitreous and porcelain enamels — Determination of resistance to chemical corrosion — Part 6: Part 6: Determination of resistance to chemical corrosion by alkaline liquids using a cylindrical vessel with a volume surface ratio 3:1 cm";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=560469";"";"";"93909"
"DIS";"ISO/TC 260";"ISO/DIS 30440";"";"";"Open";"2026-01-22";"2026-04-16";"";"Obligated voter";"Human resource management — Strategic and ethical integration of technology";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=531529";"";"";"68717"
"NP";"ISO/TC 28";"ISO/NP 23608-1";"";"";"Open";"2026-01-23";"2026-04-17";"";"Obligated voter";"Petroleum products and lubricants — Life time testing of rolling bearing greases — Part 1: Part 1: Generalities — Principle of the evaluation of upper temperature limit of use";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=561409";"";"";"93916"
"DIS";"ISO/TC 215";"ISO/DIS 11238 (Ed 3)";"";"";"Open";"2026-01-23";"2026-04-17";"Joint, ISO lead";"Obligated voter";"Health informatics — Identification of medicinal products — Data elements and structures for the unique identification and exchange of regulated information on substances";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=532689";"";"";"88547"
"DIS";"ISO/TC 215";"ISO/DIS 16843-4 (Ed 2)";"";"";"Open";"2026-01-23";"2026-04-17";"";"Obligated voter";"Health informatics — Categorial structures for representation of acupuncture — Part 4: Meridian and collateral channels";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=532569";"";"";"92402"
"NP";"ISO/IEC JTC 1/SC 42";"ISO/IEC PWI 25880";"";"";"Open";"2026-01-26";"2026-04-20";"";"Obligated voter";"Requirements and Guidance for the organizational implementation of human-machine teaming";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=561469";"";"";"91833"
"DIS";"ISO/TC 8/SC 2";"ISO/DIS 23656";"";"";"Open";"2026-01-26";"2026-04-20";"";"Obligated voter";"Ships and marine technology — Marine environment protection — General requirements of data quality management for ship environmental index";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=533829";"";"";"87531"
"DIS";"ISO/TC 8/SC 2";"ISO/DIS 23765 (Ed 2)";"";"";"Open";"2026-01-26";"2026-04-20";"";"Obligated voter";"Ships and marine technology — Marine environment protection — Specification for collecting data on ship's fuel oil consumption";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=533649";"";"";"88462"
"DIS";"ISO/TC 37/SC 3";"ISO/DIS 26162-4";"";"";"Open";"2026-01-26";"2026-04-20";"";"Obligated voter";"Management of terminology resources — Terminology databases — Part 4: Quality";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=532969";"";"";"89618"
"DIS";"ISO/TC 42";"ISO/DIS 19264-1 (Ed 2)";"";"";"Open";"2026-01-26";"2026-04-20";"";"Obligated voter";"Photography — Archiving systems — Imaging systems quality analysis — Part 1: Reflective originals";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=533809";"";"";"90854"
"CIB";"ISO/TC 43/SC 1";"Draft Resolution C 3/2026 – Establishment of new WG";"";"";"Open";"2026-01-27";"2026-04-20";"";"Obligated voter";"";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=562709";"At the last ISO/TC 43/SC 1 plenary meeting in Berlin, the Chinese delegation presented a new work item proposal on “Acoustics — Procedures for assessment and prediction of noise annoyance”. This NP has been now circulated as N 3307. In case of a positive result, a new working group will be established. China will provide the convenor and project leader. To save time we kindly ask you to vote on the following anticipatory draft resolution via Committee Internal Balloting (CIB) by 2026-04-20: Draft Resolution C 3/2026 – Establishment of new Working Group  ISO/TC 43/SC 1 decides to create a new working group titled “Assessment and prediction of noise annoyance” to develop work item ISO/NP 26573 “Acoustics — Procedures for assessment and prediction of noise annoyance” and appoints Li Xiaodong, China, as Convenor for a period of 3 years. The member body who nominated the Convenor has confirmed the appointment.";"";""
"NP";"ISO/TC 43/SC 1";"ISO/NP 26573";"";"";"Open";"2026-01-26";"2026-04-20";"";"Obligated voter";"Acoustics — Procedures for assessment and prediction of noise annoyance";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=561809";"";"";"93922"
"DIS";"ISO/TC 67";"ISO/DIS 19277-1";"";"";"Open";"2026-01-26";"2026-04-20";"Joint, ISO lead";"Obligated voter";"Oil and gas industries including lower carbon energy— Qualification testing and acceptance criteria for protective coating systems under insulation — Part 1: Liquid applied coatings";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=532869";"";"";"89172"
"DIS";"ISO/TC 106/SC 2";"ISO/DIS 23401-2";"";"";"Open";"2026-01-26";"2026-04-20";"Joint, ISO lead";"Obligated voter";"Dentistry — Denture lining materials — Part 2: Soft type materials for short-term use";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=533869";"";"";"91148"
"DIS";"ISO/TC 106/SC 2";"ISO/DIS 23401-3";"";"";"Open";"2026-01-26";"2026-04-20";"Joint, ISO lead";"Obligated voter";"Dentistry — Denture lining materials — Part 3: Soft type materials for long-term use";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=533729";"";"";"91149"
"NP";"ISO/TC 156";"ISO/PWI 25713.2";"";"";"Open";"2026-01-26";"2026-04-20";"";"Obligated voter";"Corrosion of metals and alloys — Test method for the corrosion of nuclear fuel cladding tubes in high temperature water with zinc injection";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=562629";"";"";"91292"
"DIS";"ISO/TC 215";"ISO/DIS 17938";"";"";"Open";"2026-01-26";"2026-04-20";"";"Obligated voter";"Health informatics — Semantic network framework of traditional Chinese medicine language system";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=533569";"";"";"92403"
"DIS";"ISO/TC 215";"ISO/DIS 17948";"";"";"Open";"2026-01-26";"2026-04-20";"";"Obligated voter";"Health informatics — Traditional Chinese medicine literature metadata";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=533609";"";"";"92404"
"DTR";"ISO/TC 261";"ISO/ASTM DTR 52958";"";"";"Open";"2026-01-27";"2026-04-21";"Joint, ISO lead";"Obligated voter";"Additive manufacturing of metals — Powder bed fusion (PBF) — In-situ coaxial photodiode monitoring for lack of fusion flaw detection in PBF-LB";"https://isotc.iso.org/livelink/eb3/part/fiva/ballotAction.do?method=doView&id=554069";"";"";"85968"
"NP";"ISO/TC 106/SC 3";"ISO/NP 26579";"";"";"Open";"2026-01-28";"2026-04-22";"";"Obligated voter";"Dentistry — Vocabulary for Dental Age Assessment in Forensic and Legal Contexts";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=563909";"";"";"93943"
"DIS";"ISO/TC 108/SC 5";"ISO/DIS 18436-10";"";"";"Open";"2026-01-28";"2026-04-22";"";"Obligated voter";"Condition monitoring and diagnostics of machine systems — Requirements for training and certification of personnel — Part 10: Asset condition management specialist";"https://isotc.iso.org/livelink/eb3/part/dis/ballotAction.do?method=doView&id=535109";"";"";"88264"
"NP";"ISO/TC 173/SC 1";"ISO/NP 7176-34";"";"";"Open";"2026-01-28";"2026-04-22";"";"Obligated voter";"Wheelchairs — Part 34: ISO 7176-44: Robotic wheelchairs — Requirements and test methods";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=563629";"";"";"93942"
"NP";"ISO/TC 229";"ISO/PWI TS 25400";"";"";"Open";"2026-01-28";"2026-04-22";"";"Obligated voter";"Nanotechnologies — Zeolite — Specifications of characteristics and measurement methods of the zeolite membranes used for separation applications";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=563649";"";"";"90155"
"NP";"ISO/TC 344";"ISO/NP 26578";"";"";"Open";"2026-01-28";"2026-04-22";"";"Obligated voter";"Biomass Logistics — Collection to Plant";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=563529";"";"";"93940"
"SR";"ISO/IEC JTC 1";"ISO/IEC 13346-4:1999 (Ed 2, vers 5)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Information technology — Volume and file structure of write-once and rewritable media using non-sequential recording for information interchange — Part 4: File structure";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555471";"";"";"29944"
"SR";"ISO/IEC JTC 1";"ISO/IEC 14165-147:2021";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Information technology – Fibre channel — Part 147: Physical interfaces - 7 (FC-PI-7)";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555259";"";"";"80933"
"SR";"ISO/IEC JTC 1";"ISO/IEC 19831:2015 (vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Cloud Infrastructure Management Interface (CIMI) Model and RESTful HTTP-based Protocol — An Interface for Managing Cloud Infrastructure";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555703";"";"";"66296"
"SR";"ISO/IEC JTC 1";"ISO 2775:1977 (Ed 2, vers 7)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Office machines and printing machines used for information processing — Widths of one-time paper or plastic printing ribbons and marking to indicate the end of the ribbons";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555451";"";"";"7757"
"SR";"ISO/IEC JTC 1";"ISO/IEC 5055:2021";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Information technology — Software measurement — Software quality measurement — Automated source code quality measures";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555330";"";"";"80623"
"SR";"ISO/IEC JTC 1/SC 17";"ISO/IEC TS 23465-2:2023";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Card and security devices for personal identification — Programming interface for security devices — Part 2: API definition";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555534";"";"";"78004"
"SR";"ISO/IEC JTC 1/SC 17";"ISO/IEC 24727-3:2008 (vers 3)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Identification cards — Integrated circuit card programming interfaces — Part 3: Application interface";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555487";"";"";"43809"
"SR";"ISO/IEC JTC 1/SC 17";"ISO/IEC 24727-4:2008 (vers 3)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Identification cards — Integrated circuit card programming interfaces — Part 4: Application programming interface (API) administration";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555486";"";"";"43358"
"SR";"ISO/IEC JTC 1/SC 27";"ISO/IEC 23264-1:2021";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Information security — Redaction of authentic data — Part 1: General";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555176";"";"";"78341"
"SR";"ISO/IEC JTC 1/SC 36";"ISO/IEC 19778-1:2015 (Ed 2, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Information technology — Learning, education and training — Collaborative technology — Collaborative workplace — Part 1: Collaborative workplace data model";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556070";"";"";"65100"
"SR";"ISO/IEC JTC 1/SC 36";"ISO/IEC 19778-2:2015 (Ed 2, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Information technology — Learning, education and training — Collaborative technology — Collaborative workplace — Part 2: Collaborative environment data model";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556071";"";"";"65098"
"SR";"ISO/IEC JTC 1/SC 36";"ISO/IEC 19778-3:2015 (Ed 2, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Information technology — Learning, education and training — Collaborative technology — Collaborative workplace — Part 3: Collaborative group data model";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555456";"";"";"65099"
"SR";"ISO/IEC JTC 1/SC 36";"ISO/IEC 19780-1:2015 (Ed 2, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Information technology — Learning, education and training — Collaborative technology — Collaborative learning communication — Part 1: Text-based communication";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556072";"";"";"65081"
"SR";"ISO/IEC JTC 1/SC 36";"ISO/IEC 19788-8:2015 (vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Information technology — Learning, education and training — Metadata for learning resources — Part 8: Data elements for MLR records";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555446";"";"";"62845"
"SR";"ISO/IEC JTC 1/SC 36";"ISO/IEC 19788-9:2015 (vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Information technology — Learning, education and training — Metadata for learning resources — Part 9: Data elements for persons";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556073";"";"";"62846"
"SR";"ISO/IEC JTC 1/SC 37";"ISO/IEC 19794-3:2006 (vers 3)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Information technology — Biometric data interchange formats — Part 3: Finger pattern spectral data";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555412";"";"";"38747"
"SR";"ISO/IEC JTC 1/SC 37";"ISO/IEC 24708:2008 (vers 3)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Information technology — Biometrics — BioAPI Interworking Protocol";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556012";"";"";"43611"
"SR";"ISO/IEC JTC 1/SC 37";"ISO/IEC 24713-3:2009 (vers 3)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Information technology — Biometric profiles for interoperability and data interchange — Part 3: Biometrics-based verification and identification of seafarers";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555964";"SC37 recommends that the standard be confirmed";"";"50683"
"SR";"ISO/IEC JTC 1/SC 37";"ISO/IEC 29109-1:2009 (vers 3)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Information technology — Conformance testing methodology for biometric data interchange formats defined in ISO/IEC 19794 — Part 1: Generalized conformance testing methodology";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555976";"";"";"45132"
"SR";"ISO/IEC JTC 1/SC 37";"ISO/IEC 29141:2009 (vers 3)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Information technology — Biometrics — Tenprint capture using biometric application programming interface (BioAPI)";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555966";"";"";"45164"
"SR";"ISO/IEC JTC 1/SC 37";"ISO/IEC 29197:2015 (vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Information technology — Evaluation methodology for environmental influence in biometric system performance";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555965";"";"";"45276"
"SR";"ISO/IEC JTC 1/SC 37";"ISO/IEC 39794-6:2021";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Information technology — Extensible biometric data interchange formats — Part 6: Iris image data";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555898";"";"";"78017"
"SR";"ISO/TC 8/SC 8";"ISO 7461:1984 (vers 8)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Shipbuilding — Shiplines — Numerical representation of elements of the hull geometry";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555368";"";"";"14196"
"SR";"ISO/TC 8/SC 8";"ISO 9203-1:1989 (vers 7)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Shipbuilding — Topology of ship hull structure elements — Part 1: Location of elements";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555397";"";"";"16829"
"SR";"ISO/TC 8/SC 8";"ISO 9203-2:1989 (vers 7)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Shipbuilding — Topology of ship hull structure elements — Part 2: Description of elements";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555400";"";"";"16830"
"SR";"ISO/TC 8/SC 8";"ISO 9203-3:1989 (vers 7)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Shipbuilding — Topology of ship hull structure elements — Part 3: Relations of elements";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555399";"";"";"16831"
"SR";"ISO/TC 10";"ISO 27668-2:2009 (vers 3)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Gel ink ball pens and refills — Part 2: Documentary use (DOC)";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556228";"";"";"44271"
"SR";"ISO/TC 10";"ISO 9175-1:1988 (vers 7)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Tubular tips for hand-held technical pens using India ink on tracing paper — Part 1: Definitions, dimensions, designation and marking";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555689";"";"";"16778"
"SR";"ISO/TC 10";"ISO 9957-1:1992 (vers 6)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Fluid draughting media — Part 1: Water-based India ink — Requirements and test conditions";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556296";"";"";"17858"
"SR";"ISO/TC 10";"ISO 9957-3:1997 (vers 5)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Fluid draughting media — Part 3: Water-based coloured draughting inks — Requirements and test conditions";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555667";"";"";"26478"
"SR";"ISO/TC 10";"ISO 9958-1:1992 (vers 6)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Draughting media for technical drawings — Draughting film with polyester base — Part 1: Requirements and marking";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556223";"";"";"17859"
"SR";"ISO/TC 10";"ISO 9958-2:1992 (vers 6)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Draughting media for technical drawings — Draughting film with polyester base — Part 2: Determination of properties";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556176";"";"";"17860"
"SR";"ISO/TC 10";"ISO 9959-1:1992 (vers 6)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Numerically controlled draughting machines — Drawing test for the evaluation of performance — Part 1: Vector plotters";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555668";"";"";"17861"
"SR";"ISO/TC 10";"ISO 9960-1:1992 (vers 6)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Draughting instruments with or without graduation — Part 1: Draughting scale rules";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556257";"";"";"17862"
"SR";"ISO/TC 10/SC 8";"ISO 3766:2003 (Ed 3, vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Construction drawings — Simplified representation of concrete reinforcement";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555699";"";"ISO";"34171"
